D;E;F;G;BC;BD;BE;BF;BG;BH;BI;BJ;BK;CC;CB;CA;CD;CE;CF;CG;CY;CZ;DA;DB;DC;DD;DE;DF;DG;DH;HS;HT;HW;HX;IE;IF;IG;IH;JR;JS;JT;JU;JV;JW;JX;JY;JZ;KA;KB;KF;KG;KH;KI;KJ;KK;KL;KM;KN;KO;KX;KY;KZ;LA;LB;LQ;LR;LS;LT;LU;LV;LW;LX;LY;LZ;MA;MB;MC;MD;ME;MF;MG;MH;MI;MJ;MK;ML;MM;MN;MO;MP;MQ;MR;MS;MT;MU;MV;MW;MX;MY;MZ
-29;140;107;33;-349,3;-362,6;-8;640;-103;2;-55;-50;0;-131;598;317;17;-259;-0,3;-21,7;-19;-21;-137;-247;551;607;131;299;420;308;-1296;141;-204;-40;-20;-14;-18;-30;-498;207;18;39;15;71;26;142;53;15;62;-3;8;0;-108;-4;-16;39;54;1;34;358;54;18;-3;4;1;0,8;1;1265;436;-403;13158;556;-175;1249;365;-981;-83535;-4057;-5049;-7186;-7480;-12998;-13084;-13135;-8260;-12513;-9577;-10110;-6402;-1467;471;7445;-5294;6135;-1192;1074;-321;79,1019;-5;6,1211
-71;-156;-79;-77;-293,7;-300,1;3;3;-30;-3;-8;-18;-1;-21;39;74;-17;-53;0,1;-27,1;-10;-6;-79;-51;60;41;13;26;47;15;-313;-23;-84;-7;-7;-5;0;-3;-142;-28;-39;-156;-111;-29;-18;-102;-26;-12;-54;-1;0;-1;-17;-13;-16;15;0;6;6;76;9;-6;0;-1;-1,8;1,6;4,7;84;26;230;1992;-1062;1115;20;87;-31;-21231;-1575;-2450;-1856;-3267;-3123;-2701;-1382;-3583;-858;-13648;-6282;-1343;-2259;952;-1377;-2452;123;-339;-677;-178;7,3039;-26;8,7516
-430;-481;-275;-206;-380;-404,8;2;7;-32;0;-4;-14;-14;-51;126;-33;-30;-104;0,4;-19,9;-15;-6;-187;-217;55;92;-8;59;63;33;-582;-31;-113;-24;-4;0;3;1;-233;11;-42;-1;-17;-47;28;-138;-23;16;-50;0;0;-1;-13;24;-2;7;-3;17;32;71;-11;-3;0;3;-2,3;1,5;1,6;707;4;-226;3215;2034;-1615;192;-63;-99;-42793;-516;-615;-4614;-4837;-4086;-11384;-5294;-7596;-4155;-12666;-3150;-3576;1902;-130;-1630;-4529;-539;-411;-387;-163;7,7786;-30;4,4178
-55;-240;-91;-149;-422,1;-447;-2;10;-19;-2;-4;-9;-4;-24;29;-54;-5;-30;0,4;-18,1;-3;-6;-94;-132;35;-1;10;6;25;-7;-141;-24;-18;-4;-3;-5;-3;-1;-81;23;-4;7;5;-39;2;-148;-12;4;-47;1;1;0;-11;-25;-13;1;2;3;0;6;-11;-8;0;-1;-0,5;4,3;1,8;113;84;-111;1647;60;-290;69;-44;17;-26173;-1179;-1928;-2628;-3516;-2124;-1742;-2526;-4727;-6092;-3562;-3608;-2524;1212;-2362;2404;-688;188;2486;-473;-23;-29,1047;-17;7,3846
-32;-185;-93;-92;-405,6;-427;0;14;-7;0;-2;-5;0;-21;12;29;-30;-29;-0,5;-19,9;-5;1;-58;-56;12;-9;2;-1;10;-8;-226;-6;-10;-18;-8;-6;2;-2;-60;55;31;23;22;11;5;-13;10;0;20;0;0;0;-3;-20;-12;0;4;-2;0;6;-1;0;0;1;-2,2;1,8;-0,7;100;33;98;1042;-480;393;-2;-74;-74;-14101;-1174;-1617;-268;-1227;-1469;-1132;-4094;627;-3796;-5861;-2187;359;-644;-513;604;-1380;-1756;5;-596;-54;171,0789;11;10,9311
9;-38;-41;3;-415,8;-438,7;-2;5;2;0;-1;5;-2;10;7;-7;-11;-4;1,1;-18;-3;-3;-31;-17;-2;15;7;20;-9;-5;-27;-23;4;-1;-4;-2;1;-1;2;-25;-11;-28;-8;-6;-14;-32;0;0;0;3;0;0;1;-9;-4;0;18;6;-1;5;2;-3;0;1;-4,6;0,8;3,2;125;-23;-6;669;-236;0;116;11;-121;-3693;0;-523;-156;-729;99;0;-341;-617;-1089;-5062;-742;-1191;-1516;-373;-536;-915;-540;-245;644;12;-107;-3;2,715
154;15;23;-8;-338;-350,9;0;2;-25;-1;-14;-7;-3;-14;52;23;-18;-12;1,2;-23,5;-4;-6;-30;-49;52;36;1;32;51;4;-66;19;-25;-4;-12;-10;2;5;24;49;21;50;45;10;8;-59;0;0;-21;0;2;0;-3;1;11;-1;1;-1;0;29;-2;0;0;3;-2,1;0,6;-0,1;139;18;-44;1309;-74;-265;44;-88;64;-19791;-1148;-936;-3528;-1961;-2294;-2117;-2545;-2186;-2868;-4824;-2425;-2182;488;1234;-1707;-61;1134;1018;-2383;-36;15,883;1;-13,5719
101;-100;-63;-37;-372,5;-396;-148;28;-22;-1;-20;4;-5;3;17;48;-53;-8;1,7;-20,7;-19;-10;-146;-129;69;102;16;96;53;6;-206;14;-35;-17;-13;-17;6;2;-2;102;51;-33;-14;13;11;23;12;0;32;1;-2;-1;-4;-4;2;-2;-1;-2;11;5;16;-8;0;0;-0,5;2,2;2,4;-403;504;-5;3263;-2292;2777;65;-65;-113;-5418;-264;-1636;-2552;-50;-501;566;-1901;-106;1249;3198;-2010;-317;182;57;620;2050;99;1879;1021;-68;26,5822;-13;-1,6487
117;12;138;-126;-402,7;-428,9;-2;457;-49;-5;-22;-15;-7;17;274;41;-24;-82;-0,8;-18,1;43;0;-80;-204;250;128;57;75;193;53;-478;-76;-81;-47;-17;-22;13;8;-132;-88;-19;-174;-46;-68;-11;-144;-24;-15;-10;-1;0;-1;20;-51;-18;3;1;19;-63;56;3;-14;-1;1;-2,7;7,4;0,1;489;89;274;4052;1622;-605;251;114;-306;-53278;-665;-2028;-1557;-4379;-2430;-6460;-9346;-9237;-15893;-11277;-8320;-1636;-873;2297;-1408;-2148;-1057;3939;-1990;-126;19,6401;4;6,3425
-105;-282;-153;-129;-437,1;-466,8;-3;1;0;-3;2;-3;4;-25;-4;-36;-26;-28;0,8;-17,1;4;2;-90;-101;-34;2;-22;23;-12;-21;-180;23;-16;1;-7;-8;-7;1;-81;25;-20;-15;-1;-12;-9;-77;-3;0;-20;0;1;0;7;-45;-3;2;21;3;-4;4;0;-12;0;1;1;1,4;0,5;142;20;42;1265;-534;561;-33;13;-67;-14160;-54;-407;-923;-1626;-1147;-1005;-3105;-2533;-3625;-7693;-1997;172;-365;1111;-2468;-583;-1376;-809;-1399;-32;8,1975;5;11,6325
-103;17;284;-267;-350,2;-375,4;377;119;-154;-4;-87;-66;3;-249;1673;-125;-172;-223;-0,4;-18,1;-133;-46;-555;-867;1059;847;601;774;458;73;-1343;-131;-313;-68;-37;-33;-1;20;-307;897;172;513;120;-235;-52;-85;-95;-54;38;-1;-11;-9;-47;-163;21;-17;-22;28;123;235;21;45;2;18;2,2;4,2;2,9;3778;645;-749;23028;2772;-641;2921;-1023;-825;-161043;-12404;-25323;-25518;-21232;-14809;-25080;-17523;-18971;838;5719;-31797;-12705;5892;18183;27;5087;8883;12762;-1155;-374;14,0432;105;2,4737
-231;-360;-158;-202;-380,2;-407;-4;-9;-35;3;-15;-14;-9;-112;272;16;-87;-102;0,6;-18;-4;-12;-215;-299;133;224;20;171;113;53;-626;5;-114;-32;-15;-22;-6;-12;-217;153;25;59;-8;-2;48;-155;1;10;-57;-1;-2;-2;-12;100;-13;-1;16;8;20;125;9;-22;0;-3;-1,7;3,2;3,3;769;330;-175;5533;3540;-3459;544;52;68;-99500;-3125;-9801;-6836;-9343;-7604;-10102;-13647;-9483;-28510;-12304;-16979;-2191;1476;2141;1495;-961;1695;1338;-120;-226;31,8566;-45;8,0306
18377;19170;10673;8497;-339,9;-360,6;-101;7869;-61;-7;-93;-83;122;919;8820;2521;699;423;-2,7;-18,9;155;-97;1920;-552;7866;8222;3247;4067;4619;4155;1091;527;-233;-96;-78;-54;2;20;2101;4722;834;1454;95;876;913;2540;123;162;577;-3;-9;-38;-433;-1394;-203;1;-91;-60;150;734;31;74;18;28;-4,3;0,4;0,6;8602;2209;-3808;51580;38533;-29649;6550;221;-1571;-425184;-10283;-32497;-60444;-39854;-43936;-69365;-62233;-56885;-52899;138949;-4829;-8763;15981;64740;32744;-16041;19655;28499;11055;-1139;17,8459;184;5,2003
-1033;-1172;-560;-612;-406,8;-436,5;-12;-78;-38;0;-22;-10;-6;-100;180;-77;-103;-167;0,5;-17,2;-7;-4;-319;-437;-93;0;-102;-47;9;47;-839;-271;-85;-24;-20;-12;-5;-10;-383;67;-41;-3;6;-131;71;-128;-47;10;-1;0;-6;2;-237;-54;-24;0;3;-10;20;32;-22;-5;0;-4;-0,2;1,3;1,4;129;82;779;4814;4986;-3588;591;-118;-102;-110106;-3275;-2034;-9734;-9955;-9639;-12198;-17356;-21384;-23665;-34220;-24124;-433;-4206;4861;-371;-5542;-4253;-963;1053;-175;34,8415;14;8,2086
37;17;25;-8;-415;-437,5;-5;5;6;1;-2;8;-1;14;34;-2;-9;7;-0,9;-18;-5;1;-34;-54;54;30;8;9;46;21;-13;23;-7;5;-1;1;-6;-7;9;0;2;-15;1;8;2;8;3;0;12;1;-2;0;-5;5;0;-3;-1;4;3;2;3;-1;0;0;-1,6;2,3;2,8;90;11;66;989;-427;430;9;29;-18;-4369;-353;94;-865;-1297;-714;382;-280;-1212;-146;-588;-152;-963;1052;-693;750;-140;-1542;889;301;-4;16,3233;-8;8,7183
-28;-177;-69;-108;-464,4;-478,8;0;-2;-6;0;2;-5;-3;-18;31;-10;-31;-22;1,1;-17,2;2;-5;-47;-82;-2;5;4;6;-6;-1;-133;-20;-9;-4;-3;-3;0;0;-54;-18;-20;-28;-10;-29;-7;-92;-11;0;-23;1;1;0;-3;-2;-15;0;-4;-1;0;5;0;-4;0;0;2,2;1,2;-0,8;45;48;15;1000;-584;417;22;17;-5;-8502;0;-407;58;-94;-999;-2943;-418;-2471;-1317;-904;40;15;-2159;-572;-936;588;925;-387;1089;-21;115,1;1;26,2173
-66;-134;-53;-81;-354,6;-362,9;-2;11;-16;0;-2;-6;-8;-26;8;32;39;-69;1,6;-22,6;-2;4;-54;-61;60;54;19;21;41;33;-251;62;-45;9;13;11;-4;6;-123;-78;-31;-57;-10;-3;6;-68;3;10;-18;-2;1;2;-5;30;6;-1;1;-1;3;10;-3;0;0;1;0,6;6,7;3,6;164;54;2;1840;-550;-154;87;112;-26;-13301;-297;-832;-237;-3059;-3356;-2719;-1291;-1523;-302;-3438;-84;735;23;-1253;68;100;-3337;1246;-981;-64;39,5218;-5;7,5273
130;-188;-86;-102;-398;-426,2;-1;10;-8;-2;3;-6;-3;-3;20;4;-25;-26;0,4;-20,8;-7;4;-64;-70;-3;-16;0;2;-3;-18;-203;32;-21;-2;-3;-3;1;4;-37;2;-5;4;-1;18;-4;-44;14;0;7;0;-1;0;-3;-7;3;0;1;-4;0;12;-4;2;0;1;-1,9;3,2;1,7;61;58;71;1518;-879;429;10;5;-81;-9436;-157;562;-1120;-799;-1190;366;-452;-2647;-4114;-1936;-148;-387;533;94;-1124;954;-422;-152;-1250;-44;38,94;2;33,8999
-37;-178;-79;-99;-404;-417,7;0;13;-13;-2;-4;-3;-4;-13;18;19;-48;-16;1,2;-19,9;-2;-5;-83;-107;26;34;13;8;13;26;-163;-58;-15;-14;-1;-1;-2;-4;-68;-87;-49;-63;-20;-24;-2;-116;-21;0;-22;-1;0;0;-12;-17;-4;-1;-8;-3;-1;12;3;-7;-1;-2;0,2;1,5;-1,8;80;45;-17;1791;-1467;1133;-15;51;-42;-16814;-540;-800;59;-2379;-1707;-406;-4284;-2609;-3993;-5247;-911;-340;-1079;411;-1144;-838;288;-2815;1213;-47;-7,7719;-28;5,3346
455;239;95;144;-349,4;-369;-17;290;-31;2;1;-46;12;-118;587;265;44;-230;-1,2;-20,8;-25;-30;-193;-247;405;584;87;225;318;359;-931;-112;-93;-26;13;7;-3;-8;-403;234;74;70;55;-15;14;7;20;-3;32;-3;0;3;-81;-171;-13;-7;0;24;19;183;6;-16;-2;-8;2,5;0,3;0;1139;325;-877;8557;2058;-1777;870;211;-499;-59593;-2319;-2341;-6109;-12993;-6334;-12979;-3104;-8231;-4305;-16360;-9314;-3363;-1810;-1181;7260;-3816;-1867;-5690;2922;-283;0,9064;2;7,0378
-222;-490;-285;-205;-434,8;-452,9;-2;25;7;-5;9;3;0;-40;-16;-10;-41;-76;1;-18,1;-4;4;-188;-147;-52;-12;-12;22;-40;-34;-433;38;-4;1;-4;-4;-6;-6;-127;-29;-46;-7;-2;-38;27;-141;-16;0;-21;-2;2;-1;-7;-33;-28;-7;-13;-27;1;-4;-2;-7;0;1;-2,3;-1,1;-3,3;103;27;93;2149;-225;277;-2;62;-71;-45086;-1152;-4180;-4346;-1990;-2642;-3557;-8385;-6753;-11804;-15824;-4141;-1503;-2129;-656;-756;-2649;-592;-2853;-473;-18;6,8432;-6;10,3834
-185;-246;-103;-143;-396,4;-424,3;0;19;-13;0;-2;-7;-4;-25;19;-10;-7;-45;0,8;-20,9;-2;4;-49;-71;-19;-23;1;-9;-20;-14;-218;-10;-30;-8;-3;-1;4;-3;-91;0;-27;-36;-31;-11;-4;-34;-11;0;-7;0;0;0;1;-15;-14;-2;-2;-7;-20;30;-7;0;-1;0;-1;-4,5;-1,3;101;273;-245;1514;-859;630;33;4;-137;-17164;-444;-1902;-2984;-181;-1998;-1823;-1328;-2576;-4100;-4945;-2512;-128;155;-531;807;-1654;299;-1923;372;-53;71,564;-20;-9,0645
-111;-238;-130;-108;-421,3;-438,5;-3;-53;-10;0;-6;-6;2;-18;22;21;-33;-44;0,8;-18,1;-11;-6;-93;-42;15;1;3;13;12;-12;-250;-16;-27;-2;-5;-5;-7;-3;-86;23;-7;1;-5;-3;-1;-54;-18;0;-13;0;-3;0;1;298;-21;1;22;18;-5;7;8;8;0;0;2,1;-0,6;-0,7;82;16;206;1240;-448;423;73;0;-131;-10258;-762;-823;-1022;-2598;483;-1511;-2178;-468;-1554;-2261;-2728;556;301;-206;-506;-904;311;-1490;2102;-42;-12,7586;-20;-12,391
-222;-458;-232;-226;-431,1;-463,4;-2;-15;-22;1;-11;-7;-5;-52;21;-64;-28;-71;1,2;-17,1;-4;6;-139;-153;-23;-17;-7;6;-16;-23;-327;-27;-36;-3;-5;-4;10;12;-125;-34;-17;-38;16;-41;1;-191;-3;4;-24;0;1;1;-5;-5;10;5;-1;1;8;18;7;-3;1;0;0;0,7;0,9;148;119;126;2549;-451;329;130;-65;-109;-32584;-1139;-2710;-3712;-1415;-5066;-3528;-4718;-1134;-9062;-15400;-3441;-2967;-1279;-1018;-2274;-2412;-982;80;-1160;-55;30,6346;-18;10,4574
0;6;2;4;-435,5;-415,2;-18;17;4;0;2;0;2;5;3;-2;4;-2;7,5;-19,8;1;1;-16;0;16;0;16;9;0;-9;-2;9;2;4;1;2;-1;-1;7;1;5;-3;4;0;0;13;0;0;0;0;0;0;0;1;1;0;0;-1;0;0;0;0;0;0;1,3;5,6;4,3;0;0;0;0;0;0;23;-4;-36;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-149;-253;-122;-131;-382,1;-406,1;-240;-20;-16;-2;-16;1;1;-30;37;17;-18;-67;1,4;-20,8;-19;-9;-137;-164;52;32;15;50;37;-18;-217;-67;-40;-17;-6;-13;-1;1;-41;4;-6;1;17;-27;13;-14;-30;0;7;-1;0;0;1;-1;0;-1;4;-2;4;-2;8;-13;0;0;3,4;4,4;2,2;33;196;-66;3442;-2878;3250;43;-44;-191;-10278;-513;-1029;-1472;5;-1250;-758;-1707;-1131;-2383;5302;-1372;1510;1285;899;2411;-897;-1118;1790;753;-68;-12,5901;11;10,4011
-154;-373;-165;-208;-448;-471,6;12;63;-9;0;-6;-5;2;-27;-8;-20;-44;-44;0,6;-18,1;-7;3;-103;-143;-31;-41;-15;10;-16;-51;-181;-101;-2;-15;-4;-5;1;-6;-90;25;4;-41;-12;49;8;-26;33;0;23;-1;0;1;0;8;-6;1;1;-5;12;13;-7;-7;0;1;-6,8;-0,1;-3,3;81;21;-22;1439;-550;895;-83;41;-315;-19289;-381;-670;-1148;-2360;-1638;-1757;-3341;-3244;-4329;-9666;-4236;-1307;-1491;474;44;-884;-226;-1178;-862;-5;10,4403;-24;16,2775
190;216;98;118;-333,6;-360,8;5;17;-53;1;-19;-35;0;2;154;106;-36;-24;0,2;-19,8;-18;3;-31;-55;139;154;55;115;84;39;-275;96;-90;-37;14;8;5;16;72;-50;-32;-43;-26;-68;37;-161;-29;5;-17;-2;0;-2;-58;-31;-47;-5;-5;12;42;84;4;-2;6;4;2,3;1,8;2,1;398;40;1010;5043;-1295;1431;430;154;-77;-33907;-2577;-2806;-7813;-894;-3105;-4587;-3439;-6711;-1186;-33445;-11352;-9777;-7872;514;1997;-4508;549;-3228;254;-177;7,9547;-2;8,2973
631;516;317;199;-342,6;-355,8;8;-4;-96;-3;-44;-29;-20;-95;413;240;13;-108;0;-21,7;-16;-42;-180;-276;683;644;260;384;423;260;-690;159;-231;-33;-8;-19;5;1;-177;-87;-28;53;30;-76;6;-344;-16;-3;-118;-2;-1;-1;-4;-15;20;-1;12;0;40;247;10;30;-10;6;-0,2;3,1;3,8;1443;643;754;8965;4527;-4447;802;447;-345;-134049;-6175;-6096;-15577;-17960;-18626;-17207;-15412;-17868;-18178;-61662;-19165;-12012;-5186;-5476;-1889;-5685;-3733;-4749;-3121;-330;6,6972;51;1,177
-12;-68;-32;-36;-405,3;-424,9;2;-7;-5;-1;-2;-1;-1;-10;11;28;-10;-22;0,7;-18;-5;2;-40;-52;16;44;-1;13;17;31;-114;-22;-8;-6;-2;-1;-2;-2;-38;-3;14;-12;7;3;7;-11;0;0;3;-1;-1;0;-2;11;0;2;1;4;3;17;-2;0;0;0;2;-0,4;5,6;73;23;40;984;-143;84;31;57;-56;-8054;-293;-209;307;-1517;-735;-849;-2113;-1331;-1637;-2502;-3055;754;-1523;286;191;1814;-731;127;-298;-13;-41,6667;-4;8,2715
-304;-452;-205;-247;-412,5;-439,4;3;-3;-3;-1;-5;3;0;-32;30;-39;-79;-34;2,2;-18;4;-6;-93;-150;-64;-56;-12;0;-52;-56;-350;-48;-35;14;3;3;-1;8;-89;-62;-10;-102;-31;-53;-1;-133;-28;-12;-29;0;1;0;-18;6;-23;1;-1;0;8;-3;2;-2;0;5;0;1,6;1,9;420;30;194;2186;-551;244;58;15;-145;-28545;-1807;-1209;-2506;-3153;-1972;-2553;-3961;-3318;-8317;-5233;-3747;924;-183;758;1171;-2778;399;-232;-1362;-53;-30,3859;-2;1,6323
-465;-881;-417;-464;-386,4;-410,5;2;12;-40;0;-34;-7;1;-99;194;-66;-104;-143;0,7;-18;-9;-16;-321;-419;51;128;-6;31;57;97;-801;-68;-95;-35;-19;-22;-6;-7;-370;150;39;-47;-6;-66;-71;-242;-16;-21;-48;1;-2;-1;-126;-151;-58;-1;-16;-15;15;51;16;19;0;-4;-1,3;-1,4;0,6;555;110;124;4261;3202;-1579;11;-213;49;-104225;-3777;-5509;-7869;-16313;-10385;-14125;-18244;-15039;-12364;-52206;-13864;-10079;-2356;-6688;3420;-5207;-5850;-5426;-5117;-146;-3,7909;-39;1,3425
